id,date,user_id,product,campaign_id,webpage_id,product_category_id,user_group_id,gender,age_level,user_depth,var_1,isClick
19445,2024/7/2 9:35,11626,0,3,0,2,1.0,Male,1.0,3.0,0,0
305167,2024/7/5 20:29,114765,4,5,4,3,1.0,Male,1.0,3.0,0,1
133094,2024/7/3 16:19,60901,8,4,3,4,2.0,Male,2.0,3.0,0,0
228210,2024/7/4 21:09,59938,5,5,4,0,2.0,Male,2.0,3.0,0,1
283012,2024/7/5 16:49,109003,1,4,3,4,3.0,Male,3.0,3.0,1,1
1452,2024/7/2 3:33,811,0,1,1,1,3.0,Male,3.0,3.0,0,1
275189,2024/7/5 15:01,65281,0,2,2,2,3.0,Male,3.0,3.0,1,1
58803,2024/7/2 18:25,31271,0,2,2,2,2.0,Male,2.0,3.0,0,1
231087,2024/7/4 21:49,94174,0,0,0,0,9.0,Female,3.0,3.0,1,0
164555,2024/7/4 5:56,64763,1,8,7,4,9.0,Female,3.0,3.0,0,0
199963,2024/7/4 15:51,84538,0,2,2,2,4.0,Male,4.0,3.0,0,0
199867,2024/7/4 15:49,15578,0,2,2,2,2.0,Male,2.0,3.0,0,0
116852,2024/7/3 12:16,54821,4,3,0,3,3.0,Male,3.0,3.0,1,0
176598,2024/7/4 10:15,76569,0,2,2,2,3.0,Male,3.0,3.0,1,1
183281,2024/7/4 11:52,78952,8,4,3,4,9.0,Female,3.0,3.0,1,1
312240,2024/7/5 21:43,40458,9,8,7,4,2.0,Male,2.0,3.0,1,1
159642,2024/7/3 22:48,70670,7,4,3,4,2.0,Male,2.0,3.0,0,1
141981,2024/7/3 18:37,64202,5,0,0,0,8.0,Female,2.0,2.0,0,0
37776,2024/7/2 13:22,21078,3,2,2,2,2.0,Male,2.0,3.0,1,1
130594,2024/7/3 15:34,20598,0,3,0,1,3.0,Male,3.0,3.0,1,0
81037,2024/7/3 4:06,41245,4,3,0,3,2.0,Male,2.0,3.0,1,1
4984,2024/7/2 5:34,2947,2,2,2,2,3.0,Male,3.0,3.0,0,1
289262,2024/7/5 18:09,110629,4,5,4,3,3.0,Male,3.0,3.0,0,1
243,2024/7/2 0:33,150,1,0,0,2,10.0,Female,4.0,3.0,0,0
92562,2024/7/3 7:26,45722,0,2,2,2,2.0,Male,2.0,3.0,0,1
119310,2024/7/3 12:52,55680,0,2,2,2,1.0,Male,1.0,3.0,1,1
36408,2024/7/2 13:05,20219,3,7,6,4,2.0,Male,2.0,3.0,0,0
168073,2024/7/4 7:18,73496,0,2,2,2,3.0,Male,3.0,3.0,1,1
27770,2024/7/2 11:18,16070,1,8,7,4,3.0,Male,3.0,3.0,0,0
180385,2024/7/4 11:06,77913,0,2,2,2,3.0,Male,3.0,3.0,1,0
211018,2024/7/4 18:39,88046,5,5,4,0,6.0,Male,6.0,3.0,1,1
196173,2024/7/4 14:53,83301,0,2,2,2,3.0,Male,3.0,3.0,1,1
88401,2024/7/3 6:41,44184,1,8,7,4,1.0,Male,1.0,3.0,0,1
220702,2024/7/4 20:09,91088,3,2,2,3,3.0,Male,3.0,3.0,0,0
71656,2024/7/2 20:47,25484,0,2,2,2,10.0,Female,4.0,3.0,0,1
151858,2024/7/3 20:23,2603,3,2,2,2,3.0,Male,3.0,3.0,0,0
279392,2024/7/5 16:02,70670,7,7,6,4,2.0,Male,2.0,3.0,0,1
241331,2024/7/5 6:51,3475,0,2,2,2,4.0,Male,4.0,3.0,0,0
19523,2024/7/2 9:37,10254,0,2,2,2,1.0,Male,1.0,2.0,1,0
214723,2024/7/4 19:18,2326,2,2,2,2,4.0,Male,4.0,3.0,1,0
129353,2024/7/3 15:16,59252,9,8,7,4,1.0,Male,1.0,3.0,1,0
89693,2024/7/3 6:56,35362,0,0,0,0,10.0,Female,4.0,3.0,0,0
18138,2024/7/2 9:15,10876,1,4,3,4,2.0,Male,2.0,3.0,1,0
92403,2024/7/3 7:24,24443,1,8,7,4,1.0,Male,1.0,3.0,0,0
108815,2024/7/3 10:28,23469,1,8,7,4,5.0,Male,5.0,3.0,0,0
172932,2024/7/4 9:05,75254,5,5,4,0,1.0,Male,1.0,3.0,0,1
165317,2024/7/4 6:16,72526,1,4,3,4,4.0,Male,4.0,3.0,0,1
112219,2024/7/3 11:10,45991,4,7,6,4,3.0,Male,3.0,3.0,1,1
21229,2024/7/2 9:59,6690,0,0,0,0,4.0,Male,4.0,3.0,1,1
51340,2024/7/2 16:25,27596,1,8,7,4,1.0,Male,1.0,3.0,0,1
161489,2024/7/4 3:38,71227,0,1,1,1,10.0,Female,4.0,2.0,0,0
87512,2024/7/3 6:31,4275,0,2,2,2,3.0,Male,3.0,3.0,0,0
304637,2024/7/5 20:25,114636,0,3,0,2,3.0,Male,3.0,3.0,1,0
171430,2024/7/4 8:34,9328,0,2,2,2,2.0,Male,2.0,3.0,0,0
282930,2024/7/5 16:48,8219,7,5,4,3,4.0,Male,4.0,3.0,1,1
45578,2024/7/2 14:58,24741,3,0,0,0,3.0,Male,3.0,3.0,0,0
204685,2024/7/4 17:13,86102,0,2,2,2,2.0,Male,2.0,3.0,1,0
3814,2024/7/2 4:52,2134,3,1,1,0,10.0,Female,4.0,3.0,1,0
191430,2024/7/4 13:47,20423,5,6,5,3,3.0,Male,3.0,3.0,0,0
15098,2024/7/2 8:28,9082,1,0,0,2,2.0,Male,2.0,3.0,0,1
7404,2024/7/2 6:26,4592,1,3,0,3,9.0,Female,3.0,3.0,1,1
121343,2024/7/3 13:23,56442,0,2,2,2,2.0,Male,2.0,3.0,1,1
13274,2024/7/2 8:00,8032,0,0,0,0,2.0,Male,2.0,3.0,0,0
184842,2024/7/4 12:17,79483,2,2,2,2,3.0,Male,3.0,3.0,1,1
183600,2024/7/4 11:57,3983,0,3,0,1,1.0,Male,1.0,3.0,1,0
196560,2024/7/4 14:59,64708,0,2,2,3,1.0,Male,1.0,1.0,1,0
216135,2024/7/4 19:30,89626,3,0,0,2,9.0,Female,3.0,2.0,0,0
24744,2024/7/2 10:43,7686,0,0,0,0,3.0,Male,3.0,3.0,0,1
285384,2024/7/5 17:19,86610,0,0,0,0,9.0,Female,3.0,3.0,1,1
295511,2024/7/5 19:14,112245,0,2,2,2,2.0,Male,2.0,3.0,0,0
295715,2024/7/5 19:16,48009,0,1,1,1,4.0,Male,4.0,3.0,1,1
88709,2024/7/3 6:45,44301,1,8,7,4,5.0,Male,5.0,3.0,0,1
244517,2024/7/5 7:41,98188,3,2,2,2,1.0,Male,1.0,3.0,1,0
188414,2024/7/4 13:06,80697,3,2,2,2,2.0,Male,2.0,3.0,0,0
47538,2024/7/2 15:23,25667,0,3,0,2,3.0,Male,3.0,3.0,1,0
165016,2024/7/4 6:08,72419,3,2,2,2,3.0,Male,3.0,3.0,1,1
255853,2024/7/5 10:31,62816,1,4,3,4,3.0,Male,3.0,3.0,0,1
295815,2024/7/5 19:16,71379,3,1,1,1,9.0,Female,3.0,3.0,1,0
87090,2024/7/3 6:25,5745,7,7,6,4,2.0,Male,2.0,3.0,0,1
109569,2024/7/3 10:37,52175,0,2,2,2,2.0,Male,2.0,3.0,0,0
26301,2024/7/2 11:01,15258,0,0,0,0,2.0,Male,2.0,3.0,1,0
137521,2024/7/3 17:29,15050,2,2,2,2,1.0,Male,1.0,3.0,0,0
110452,2024/7/3 10:48,52510,0,2,2,2,1.0,Male,1.0,3.0,0,0
267581,2024/7/5 13:18,104764,0,3,0,2,5.0,Male,5.0,3.0,0,0
93220,2024/7/3 7:34,45991,4,5,4,3,3.0,Male,3.0,3.0,1,1
161788,2024/7/4 4:00,71322,4,3,0,3,3.0,Male,3.0,3.0,1,0
174376,2024/7/4 9:38,75773,0,2,2,2,2.0,Male,2.0,3.0,1,1
164035,2024/7/4 5:41,36651,9,8,7,4,,,,,1,1
72989,2024/7/2 20:59,37711,6,7,6,4,2.0,Male,2.0,3.0,0,1
185408,2024/7/4 12:25,79668,0,3,0,1,2.0,Male,2.0,3.0,0,1
144366,2024/7/3 19:07,65055,3,2,2,2,9.0,Female,3.0,3.0,0,1
88248,2024/7/3 6:40,44128,0,2,2,2,1.0,Male,1.0,3.0,0,1
96358,2024/7/3 8:09,47193,3,0,0,3,3.0,Male,3.0,3.0,1,1
70617,2024/7/2 20:38,33584,5,5,4,0,4.0,Male,4.0,3.0,1,1
164945,2024/7/4 6:06,72389,0,2,2,2,3.0,Male,3.0,3.0,0,1
167044,2024/7/4 6:56,73123,8,4,3,4,2.0,Male,2.0,3.0,1,1
105539,2024/7/3 9:51,46577,1,6,5,2,8.0,Female,2.0,3.0,0,0
19597,2024/7/2 9:38,4671,0,2,2,2,2.0,Male,2.0,3.0,1,0
98750,2024/7/3 8:34,31073,1,0,0,2,3.0,Male,3.0,3.0,1,0
27093,2024/7/2 11:10,15716,5,5,4,0,,,,,1,0
133103,2024/7/3 16:19,6610,3,0,0,0,10.0,Female,4.0,3.0,1,1
175546,2024/7/4 10:01,29130,3,0,0,0,10.0,Female,4.0,2.0,0,0
84322,2024/7/3 5:39,25380,3,6,5,0,,,,,1,0
281150,2024/7/5 16:25,108486,1,7,6,4,2.0,Male,2.0,3.0,0,0
265834,2024/7/5 12:51,77860,0,1,1,1,3.0,Male,3.0,3.0,0,1
132637,2024/7/3 16:10,60700,0,2,2,2,4.0,Male,4.0,2.0,0,1
176563,2024/7/4 10:14,69171,3,1,1,1,4.0,Male,4.0,3.0,1,1
151488,2024/7/3 20:20,67577,3,3,0,1,3.0,Male,3.0,3.0,1,0
199576,2024/7/4 15:44,84416,2,2,2,2,9.0,Female,3.0,3.0,0,0
229056,2024/7/4 21:16,22009,7,7,6,4,5.0,Male,5.0,3.0,0,0
310840,2024/7/5 21:19,116200,0,2,2,2,,,,,0,1
160841,2024/7/4 1:39,71046,3,0,0,3,2.0,Male,2.0,1.0,0,0
127783,2024/7/3 14:55,45852,1,8,7,4,12.0,Female,6.0,3.0,0,1
151053,2024/7/3 20:15,1856,0,3,0,2,,,,,0,1
2023,2024/7/2 4:00,1138,1,4,3,4,2.0,Male,2.0,3.0,0,1
65017,2024/7/2 19:41,34104,5,0,0,0,4.0,Male,4.0,3.0,1,1
56738,2024/7/2 17:55,12054,1,8,7,4,1.0,Male,1.0,3.0,0,1
276349,2024/7/5 15:16,107210,7,7,6,4,5.0,Male,5.0,3.0,0,1
128009,2024/7/3 14:58,58971,4,6,5,3,10.0,Female,4.0,3.0,0,1
144469,2024/7/3 19:08,37046,3,2,2,2,4.0,Male,4.0,3.0,1,1
22277,2024/7/2 10:13,13154,4,3,0,3,3.0,Male,3.0,3.0,1,1
73704,2024/7/2 21:06,37606,3,7,6,4,4.0,Male,4.0,3.0,1,0
125892,2024/7/3 14:30,58186,0,2,2,2,5.0,Male,5.0,2.0,1,1
172827,2024/7/4 9:02,75218,0,2,2,2,3.0,Male,3.0,2.0,0,1
158718,2024/7/3 22:05,70355,1,1,1,3,2.0,Male,2.0,3.0,1,0
89669,2024/7/3 6:56,16622,0,0,0,0,2.0,Male,2.0,3.0,0,0
21221,2024/7/2 9:59,12591,0,0,0,0,5.0,Male,5.0,3.0,1,1
173741,2024/7/4 9:24,75536,0,3,0,1,4.0,Male,4.0,3.0,1,0
298143,2024/7/5 19:36,70606,0,2,2,2,2.0,Male,2.0,3.0,0,0
213753,2024/7/4 19:08,88896,0,3,0,1,3.0,Male,3.0,1.0,0,0
169289,2024/7/4 7:48,26264,0,2,2,2,3.0,Male,3.0,3.0,0,1
12831,2024/7/2 7:53,7775,0,3,0,2,1.0,Male,1.0,2.0,0,0
212203,2024/7/4 18:52,6504,9,2,2,3,10.0,Female,4.0,3.0,1,0
112788,2024/7/3 11:19,49998,7,4,3,4,4.0,Male,4.0,3.0,1,0
53920,2024/7/2 17:11,28904,3,2,2,2,7.0,Female,1.0,3.0,0,1
73470,2024/7/2 21:04,15643,0,2,2,2,3.0,Male,3.0,3.0,1,0
239134,2024/7/5 6:16,91050,7,5,4,3,4.0,Male,4.0,3.0,0,1
273640,2024/7/5 14:40,106479,0,0,0,0,9.0,Female,3.0,3.0,0,0
281764,2024/7/5 16:33,2101,0,0,0,0,9.0,Female,3.0,3.0,1,1
263156,2024/7/5 12:12,21164,7,7,6,4,2.0,Male,2.0,3.0,0,1
141047,2024/7/3 18:24,22640,3,2,2,3,3.0,Male,3.0,3.0,0,1
29269,2024/7/2 11:37,14679,1,0,0,2,2.0,Male,2.0,3.0,0,1
64150,2024/7/2 19:32,33701,3,2,2,2,3.0,Male,3.0,3.0,1,0
193466,2024/7/4 14:15,82364,0,2,2,2,2.0,Male,2.0,3.0,0,0
117137,2024/7/3 12:20,53656,4,5,4,3,,,,,1,1
129367,2024/7/3 15:16,29357,3,0,0,0,4.0,Male,4.0,3.0,0,0
87779,2024/7/3 6:35,25813,3,3,0,1,9.0,Female,3.0,3.0,0,1
254723,2024/7/5 10:17,65666,3,8,7,4,1.0,Male,1.0,3.0,0,0
294978,2024/7/5 19:09,12877,4,5,4,3,4.0,Male,4.0,2.0,1,1
17085,2024/7/2 8:59,5456,3,2,2,2,,,,,0,1
30135,2024/7/2 11:47,17290,3,8,7,4,1.0,Male,1.0,3.0,0,1
257733,2024/7/5 10:56,33822,4,6,5,2,3.0,Male,3.0,3.0,0,0
271415,2024/7/5 14:11,6660,3,0,0,2,2.0,Male,2.0,3.0,0,0
187780,2024/7/4 12:58,80478,0,2,2,2,1.0,Male,1.0,3.0,0,1
310371,2024/7/5 21:14,52957,5,5,4,0,,,,,1,0
160257,2024/7/3 23:38,62476,0,2,2,2,2.0,Male,2.0,3.0,1,1
109131,2024/7/3 10:32,52013,1,3,0,3,2.0,Male,2.0,3.0,1,0
135355,2024/7/3 16:58,30312,7,5,4,3,2.0,Male,2.0,3.0,0,1
267588,2024/7/5 13:18,36874,7,7,6,4,5.0,Male,5.0,3.0,0,1
134790,2024/7/3 16:48,61550,3,2,2,2,2.0,Male,2.0,3.0,0,0
247481,2024/7/5 8:29,98331,3,6,5,2,3.0,Male,3.0,3.0,1,0
225928,2024/7/4 20:49,92660,1,4,3,4,8.0,Female,2.0,3.0,0,1
130848,2024/7/3 15:39,6169,3,0,0,0,3.0,Male,3.0,3.0,0,1
269133,2024/7/5 13:39,30155,0,0,0,0,10.0,Female,4.0,3.0,0,0
116495,2024/7/3 12:11,16026,1,3,0,3,9.0,Female,3.0,3.0,1,1
171155,2024/7/4 8:28,21080,0,2,2,2,1.0,Male,1.0,3.0,0,1
224780,2024/7/4 20:39,92302,1,4,3,4,3.0,Male,3.0,3.0,1,1
304218,2024/7/5 20:22,114484,5,6,5,3,2.0,Male,2.0,3.0,0,0
233895,2024/7/5 1:20,95035,0,0,0,0,2.0,Male,2.0,3.0,1,0
265686,2024/7/5 12:49,23113,7,4,3,4,12.0,Female,6.0,3.0,0,1
256043,2024/7/5 10:33,32810,9,2,2,3,2.0,Male,2.0,3.0,0,1
198345,2024/7/4 15:23,73906,9,2,2,3,3.0,Male,3.0,3.0,1,0
263523,2024/7/5 12:17,71188,1,0,0,3,3.0,Male,3.0,3.0,0,1
91669,2024/7/3 7:17,45331,9,8,7,4,2.0,Male,2.0,3.0,0,1
117715,2024/7/3 12:28,55119,0,2,2,2,2.0,Male,2.0,3.0,0,1
254775,2024/7/5 10:17,28340,8,4,3,4,5.0,Male,5.0,3.0,0,1
77703,2024/7/2 22:37,39852,1,8,7,4,2.0,Male,2.0,3.0,0,0
311810,2024/7/5 21:34,19582,8,4,3,4,1.0,Male,1.0,3.0,0,1
218319,2024/7/4 19:50,90362,5,5,4,0,5.0,Male,5.0,3.0,0,1
168216,2024/7/4 7:22,73556,0,0,0,0,3.0,Male,3.0,3.0,0,0
87052,2024/7/3 6:25,43671,1,0,0,3,3.0,Male,3.0,1.0,0,0
88497,2024/7/3 6:42,8600,3,2,2,2,1.0,Male,1.0,3.0,0,0
137190,2024/7/3 17:24,56691,3,0,0,0,3.0,Male,3.0,3.0,0,1
101833,2024/7/3 9:09,49271,1,0,0,2,3.0,Male,3.0,3.0,0,1
171243,2024/7/4 8:30,72248,3,2,2,2,3.0,Male,3.0,3.0,1,1
120052,2024/7/3 13:03,47718,5,6,5,3,2.0,Male,2.0,2.0,1,0
175860,2024/7/4 10:05,76303,3,2,2,2,1.0,Male,1.0,3.0,0,1
86185,2024/7/3 6:12,8964,3,0,0,0,3.0,Male,3.0,3.0,0,1
34950,2024/7/2 12:46,19686,0,0,0,0,2.0,Male,2.0,3.0,1,1
214970,2024/7/4 19:20,35767,5,7,6,4,2.0,Male,2.0,3.0,0,1
219526,2024/7/4 20:00,6888,3,0,0,2,9.0,Female,3.0,3.0,1,0
10699,2024/7/2 7:18,127,3,2,2,3,2.0,Male,2.0,3.0,1,0
64753,2024/7/2 19:38,33983,0,2,2,2,,,,,0,0
195641,2024/7/4 14:46,59502,0,2,2,2,1.0,Male,1.0,3.0,0,1
90689,2024/7/3 7:06,45049,4,6,5,3,2.0,Male,2.0,3.0,0,1
64193,2024/7/2 19:32,33726,0,3,0,2,3.0,Male,3.0,2.0,0,0
253868,2024/7/5 10:06,85797,7,4,3,4,2.0,Male,2.0,3.0,1,1
245025,2024/7/5 7:50,98339,4,5,4,3,9.0,Female,3.0,2.0,1,1
55664,2024/7/2 17:39,6680,1,8,7,4,3.0,Male,3.0,3.0,0,1
15664,2024/7/2 8:37,9428,0,3,0,2,3.0,Male,3.0,2.0,0,0
7015,2024/7/2 6:18,4321,0,2,2,2,3.0,Male,3.0,3.0,0,0
19878,2024/7/2 9:42,11852,0,0,0,0,3.0,Male,3.0,3.0,0,0
292418,2024/7/5 18:43,111420,0,0,0,0,2.0,Male,2.0,3.0,0,0
35548,2024/7/2 12:54,18458,3,2,2,3,2.0,Male,2.0,3.0,0,1
224777,2024/7/4 20:39,91208,3,0,0,2,9.0,Female,3.0,3.0,0,0
35756,2024/7/2 12:56,20085,1,7,6,4,2.0,Male,2.0,3.0,1,0
145319,2024/7/3 19:17,65395,7,4,3,4,2.0,Male,2.0,3.0,0,1
238275,2024/7/5 5:57,54275,3,2,2,2,2.0,Male,2.0,3.0,0,1
169773,2024/7/4 7:59,74137,8,4,3,4,11.0,Female,5.0,3.0,0,1
59893,2024/7/2 18:38,31746,1,8,7,4,6.0,Male,6.0,3.0,1,0
55290,2024/7/2 17:33,6065,7,7,6,4,11.0,Female,5.0,3.0,1,0
149826,2024/7/3 20:04,67066,3,2,2,2,4.0,Male,4.0,3.0,1,1
255400,2024/7/5 10:25,46115,0,1,1,1,9.0,Female,3.0,2.0,1,1
1871,2024/7/2 3:54,1053,0,3,0,1,3.0,Male,3.0,3.0,0,0
53716,2024/7/2 17:08,9111,3,2,2,2,1.0,Male,1.0,3.0,0,1
103484,2024/7/3 9:27,49850,0,2,2,2,2.0,Male,2.0,3.0,0,1
258421,2024/7/5 11:06,10770,0,2,2,2,4.0,Male,4.0,3.0,0,0
305371,2024/7/5 20:30,48091,0,0,0,0,10.0,Female,4.0,3.0,1,1
190051,2024/7/4 13:29,42451,1,8,7,4,1.0,Male,1.0,3.0,0,0
51734,2024/7/2 16:32,27813,1,8,7,4,2.0,Male,2.0,3.0,0,0
86579,2024/7/3 6:18,17066,7,7,6,4,,,,,0,1
80504,2024/7/3 3:39,931,1,8,7,4,1.0,Male,1.0,3.0,0,0
164557,2024/7/4 5:56,72238,0,2,2,2,2.0,Male,2.0,3.0,0,0
14762,2024/7/2 8:23,8879,1,7,6,4,1.0,Male,1.0,3.0,1,1
206975,2024/7/4 17:47,46637,3,0,0,0,9.0,Female,3.0,3.0,0,1
26182,2024/7/2 10:59,15195,1,0,0,2,2.0,Male,2.0,3.0,0,1
150469,2024/7/3 20:10,67304,1,1,1,3,2.0,Male,2.0,3.0,0,1
97063,2024/7/3 8:17,47444,0,2,2,3,2.0,Male,2.0,3.0,0,1
134305,2024/7/3 16:40,47920,3,0,0,0,3.0,Male,3.0,3.0,1,1
280573,2024/7/5 16:18,919,0,0,0,0,1.0,Male,1.0,3.0,0,0
175178,2024/7/4 9:56,76086,0,2,2,2,4.0,Male,4.0,3.0,1,1
212218,2024/7/4 18:52,88380,7,5,4,3,1.0,Male,1.0,3.0,1,1
23299,2024/7/2 10:27,13711,1,7,6,4,3.0,Male,3.0,3.0,1,1
174946,2024/7/4 9:51,75980,0,2,2,2,2.0,Male,2.0,3.0,0,1
62578,2024/7/2 19:12,32994,1,3,0,3,3.0,Male,3.0,2.0,0,1
63653,2024/7/2 19:25,3565,3,5,4,1,2.0,Male,2.0,3.0,1,1
203111,2024/7/4 16:48,46200,1,8,7,4,1.0,Male,1.0,2.0,0,0
177229,2024/7/4 10:23,8422,3,0,0,2,,,,,0,0
276919,2024/7/5 15:23,16044,5,0,0,0,3.0,Male,3.0,3.0,0,1
235832,2024/7/5 4:47,95567,1,4,3,4,1.0,Male,1.0,2.0,0,0
34952,2024/7/2 12:46,16051,5,7,6,4,2.0,Male,2.0,3.0,0,0
12174,2024/7/2 7:42,7374,4,1,1,2,3.0,Male,3.0,3.0,0,0
63761,2024/7/2 19:27,33521,0,3,0,2,3.0,Male,3.0,2.0,0,1
118660,2024/7/3 12:42,55445,0,2,2,2,3.0,Male,3.0,3.0,1,1
68949,2024/7/2 20:21,35935,0,0,0,0,4.0,Male,4.0,3.0,1,1
27094,2024/7/2 11:10,15716,7,5,4,3,,,,,1,1
301691,2024/7/5 20:02,113872,0,2,2,2,2.0,Male,2.0,3.0,0,0
9486,2024/7/2 7:01,5602,2,2,2,2,11.0,Female,5.0,3.0,1,0
291888,2024/7/5 18:38,30480,3,6,5,0,,,,,1,1
187677,2024/7/4 12:56,36387,0,2,2,2,3.0,Male,3.0,3.0,1,1
233075,2024/7/4 23:07,36206,1,8,7,4,2.0,Male,2.0,1.0,1,1
224230,2024/7/4 20:36,92140,3,0,0,2,3.0,Male,3.0,3.0,1,1
7668,2024/7/2 6:31,4759,0,3,0,1,3.0,Male,3.0,3.0,1,0
165006,2024/7/4 6:08,48072,3,2,2,2,4.0,Male,4.0,3.0,1,1
44832,2024/7/2 14:48,24385,3,7,6,4,2.0,Male,2.0,3.0,1,1
12599,2024/7/2 7:48,7478,3,7,6,4,3.0,Male,3.0,3.0,0,0
264416,2024/7/5 12:29,103884,1,3,0,3,3.0,Male,3.0,3.0,0,1
41259,2024/7/2 14:04,22716,0,0,0,1,9.0,Female,3.0,3.0,0,1
135493,2024/7/3 17:00,61819,3,2,2,2,3.0,Male,3.0,3.0,1,1
9489,2024/7/2 7:01,5832,3,6,5,1,9.0,Female,3.0,3.0,1,1
102765,2024/7/3 9:19,49610,0,0,0,0,2.0,Male,2.0,3.0,0,1
278006,2024/7/5 15:39,107683,0,2,2,2,3.0,Male,3.0,3.0,1,0
166403,2024/7/4 6:43,56551,0,2,2,2,2.0,Male,2.0,3.0,0,0
43917,2024/7/2 14:36,23935,0,2,2,2,5.0,Male,5.0,1.0,0,1
219457,2024/7/4 19:59,51049,1,3,0,3,2.0,Male,2.0,3.0,1,0
276110,2024/7/5 15:12,107143,5,0,0,0,3.0,Male,3.0,3.0,1,0
192006,2024/7/4 13:56,81879,0,2,2,2,2.0,Male,2.0,3.0,0,1
166733,2024/7/4 6:50,6832,7,4,3,4,,,,,0,1
237253,2024/7/5 5:33,36062,0,2,2,2,2.0,Male,2.0,3.0,1,1
165087,2024/7/4 6:10,26669,0,1,1,1,4.0,Male,4.0,3.0,0,1
240938,2024/7/5 6:45,8203,9,1,1,3,2.0,Male,2.0,3.0,1,1
264629,2024/7/5 12:32,42136,3,0,0,3,3.0,Male,3.0,3.0,1,1
60408,2024/7/2 18:46,32005,0,2,2,2,,,,,0,1
13157,2024/7/2 7:58,7959,5,0,0,0,3.0,Male,3.0,3.0,1,1
216873,2024/7/4 19:37,55297,0,2,2,3,2.0,Male,2.0,3.0,0,1
267909,2024/7/5 13:24,37602,3,0,0,2,3.0,Male,3.0,3.0,1,0
189701,2024/7/4 13:24,1114,6,7,6,4,2.0,Male,2.0,3.0,0,0
237182,2024/7/5 5:32,95924,0,2,2,2,2.0,Male,2.0,3.0,1,1
242043,2024/7/5 7:03,97413,7,7,6,4,2.0,Male,2.0,3.0,1,1
159014,2024/7/3 22:16,70056,4,0,0,3,2.0,Male,2.0,3.0,1,0
311809,2024/7/5 21:34,15590,3,0,0,0,3.0,Male,3.0,3.0,1,1
238619,2024/7/5 6:05,29396,1,4,3,4,2.0,Male,2.0,3.0,1,1
164925,2024/7/4 6:05,72384,0,2,2,2,2.0,Male,2.0,3.0,0,1
195437,2024/7/4 14:43,83064,0,7,6,3,2.0,Male,2.0,3.0,1,1
137214,2024/7/3 17:25,62411,0,2,2,2,4.0,Male,4.0,3.0,1,0
183835,2024/7/4 12:00,79134,0,2,2,2,3.0,Male,3.0,3.0,0,1
75216,2024/7/2 21:24,38678,0,3,0,2,3.0,Male,3.0,3.0,1,0
254169,2024/7/5 10:10,100978,0,2,2,2,3.0,Male,3.0,3.0,1,0
151992,2024/7/3 20:25,67853,0,2,2,2,2.0,Male,2.0,3.0,0,1
277384,2024/7/5 15:29,107517,1,6,5,3,3.0,Male,3.0,3.0,0,1
94036,2024/7/3 7:43,21967,9,2,2,3,3.0,Male,3.0,3.0,1,1
263775,2024/7/5 12:20,103718,0,3,0,2,9.0,Female,3.0,3.0,1,1
177928,2024/7/4 10:32,77052,5,6,5,1,3.0,Male,3.0,3.0,0,0
208763,2024/7/4 18:12,87370,0,0,0,0,2.0,Male,2.0,3.0,0,1
47136,2024/7/2 15:18,25461,0,2,2,2,2.0,Male,2.0,3.0,0,1
288321,2024/7/5 17:58,62104,4,6,5,2,2.0,Male,2.0,3.0,0,0
